B/C row-gated bridge source verifier
step family=C rank=20 m=26 mode=interval margin=401536469111808687519664068036753716113611393504711201723121099839246792704
step family=C rank=20 m=27 mode=interval margin=889969994899424265852053227128226579381200492179519683336981217268055043985664
step family=C rank=20 m=28 mode=interval margin=2013298071394245982747950834676251295514369484515133688609692702031738653652617728
step family=C rank=20 m=29 mode=interval margin=4504623723762919472346578148564325414346842042480978989885576197629790480407350372864
row family=C rank=20 m_range=19..29 exact_through=41 exact_steps=0 interval_steps=11 minimum_m=19 minimum_margin=10237842201816408379068600493112647529632160888675776
step family=C rank=21 m=20 mode=interval margin=20630131188870499206045652242556038128243205975083598208
step family=C rank=21 m=21 mode=interval margin=27005822386285463207245560072073816344493180871068590523776
step family=C rank=21 m=22 mode=interval margin=42719163764356866540591388713194877918668195210470388991773184
step family=C rank=21 m=23 mode=interval margin=76032607730094808416158093321821597906942404273588835428185406720
step family=C rank=21 m=24 mode=interval margin=147560272093597142205549259078143583234553817461524359056066675620352
step family=C rank=21 m=25 mode=interval margin=308154403146849119689179491017236959130561627396541082702775441406396416
step family=C rank=21 m=26 mode=interval margin=685972168051481183164028409887431150737116219712734729337172979916913915904
step family=C rank=21 m=27 mode=interval margin=1613006634050318216540404371791342377932551373787047029148072987370754465972224
step family=C rank=21 m=28 mode=interval margin=3965495655343431826497900228069187604081097071272542515898207780090106112855003648
step family=C rank=21 m=29 mode=interval margin=10058588815152947663979843754787259215866317565878577161201713827333857853666395861504
row family=C rank=21 m_range=20..29 exact_through=43 exact_steps=0 interval_steps=10 minimum_m=20 minimum_margin=20630131188870499206045652242556038128243205975083598208
step family=C rank=22 m=21 mode=interval margin=45328821598573005692177225630611806059015227980902712549504
step family=C rank=22 m=22 mode=interval margin=65652722039786039899185824760743709712674468624473003490508288
step family=C rank=22 m=23 mode=interval margin=114309207263425426143328687296985440098299746269695476749663608064
step family=C rank=22 m=24 mode=interval margin=223212169405704236724836804076779182277819551921458953363825287182336
step family=C rank=22 m=25 mode=interval margin=474383638356510884416523180261513582467130623817656673546803083672011776
step family=C rank=22 m=26 mode=interval margin=1083802484610007388340315842924669538459187392689809518686776164073222027264
step family=C rank=22 m=27 mode=interval margin=2639448066671518060400382494577741611350927793756886200360770495404169119514624
step family=C rank=22 m=28 mode=interval margin=6798803602338583638209765842641633032886660155847279022353331439448957513462960128
step family=C rank=22 m=29 mode=interval margin=18369035189413679601343885219327491293703593293393921996935485911175059688740083746304
row family=C rank=22 m_range=21..29 exact_through=45 exact_steps=0 interval_steps=9 minimum_m=21 minimum_margin=45328821598573005692177225630611806059015227980902712549504
step family=C rank=23 m=22 mode=interval margin=108216355782600894361905820938488518599630851511214460623197184
step family=C rank=23 m=23 mode=interval margin=172587476317181539024297786853791739465411751678823974371185734912
step family=C rank=23 m=24 mode=interval margin=329265384199393894795379175463538853132237512853903325175365926152192
step family=C rank=23 m=25 mode=interval margin=702333675274598315264127183728420763965505100780524296657933633379145216
step family=C rank=23 m=26 mode=interval margin=1627361669198507701396873911782788713287577983148419820766730772230818217984
step family=C rank=23 m=27 mode=interval margin=4048824790449763379442404538719819460495345160214785213773179355622582785900544
step family=C rank=23 m=28 mode=interval margin=10733537352528035865205540452019266511732582731133187816325515406987205707176357888
step family=C rank=23 m=29 mode=interval margin=30112976002410266296483168176853642474750322623435963860328402800667164210715959066624
row family=C rank=23 m_range=22..29 exact_through=47 exact_steps=0 interval_steps=8 minimum_m=22 minimum_margin=108216355782600894361905820938488518599630851511214460623197184
step family=C rank=24 m=23 mode=interval margin=279796444660698475724215344899323070531515251113866642878436686976
step family=C rank=24 m=24 mode=interval margin=489218357712407773683796869928515485584537534953645422455782764018432
step family=C rank=24 m=25 mode=interval margin=1018534109002589614000731145000420586607036010232406346262167102184430336
step family=C rank=24 m=26 mode=interval margin=2363852224690550829605602488444888429687602710128156219420662180272119117824
step family=C rank=24 m=27 mode=interval margin=5948096955703091880030354375066541998738286632068901744972060368379848893191424
step family=C rank=24 m=28 mode=interval margin=16050409514074649086975348520218134305979197161911276528060839441908903274342163968
step family=C rank=24 m=29 mode=interval margin=46118395202061563294321474314517486230697658178831803688951798875885972051066683672064
row family=C rank=24 m_range=23..29 exact_through=49 exact_steps=0 interval_steps=7 minimum_m=23 minimum_margin=279796444660698475724215344899323070531515251113866642878436686976
step family=C rank=25 m=24 mode=interval margin=781109675124709872468234202988876321805277895014376237479201795649280
step family=C rank=25 m=25 mode=interval margin=1491380275913993265906896005173904344650831572028661374181795892707516160
step family=C rank=25 m=26 mode=interval margin=3375841736311480208065474497320570601603776712087267789531768015223636504576
step family=C rank=25 m=27 mode=interval margin=8494115758463441044335897365127103506693244419899722816960726292090307949129216
step family=C rank=25 m=28 mode=interval margin=23128603075488221958812889959491757829876940920311829132532917278236724697390984704
step family=C rank=25 m=29 mode=interval margin=67445021117105108135842060007412837402642322280680766604935195652059501123482525272576
row family=C rank=25 m_range=24..29 exact_through=51 exact_steps=0 interval_steps=6 minimum_m=24 minimum_margin=781109675124709872468234202988876321805277895014376237479201795649280
step family=C rank=26 m=25 mode=interval margin=2347935062446166721358605486695981363903393500946436408896673291450462976
step family=C rank=26 m=26 mode=interval margin=4877467879322857476036387592190036156021773747630583034091642185258559416320
step family=C rank=26 m=27 mode=interval margin=11962725004907642861609907773293188135737611432300017583886493210777547962365440
step family=C rank=26 m=28 mode=interval margin=32526461423693453341784277437711597799205023216703174154645525972179037787388332032
step family=C rank=26 m=29 mode=interval margin=95530006988321851059351453641087269212098032756223869215436823249584220574301335894528
row family=C rank=26 m_range=25..29 exact_through=53 exact_steps=0 interval_steps=5 minimum_m=25 minimum_margin=2347935062446166721358605486695981363903393500946436408896673291450462976
step family=C rank=27 m=26 mode=interval margin=7579359466568105397669713333341865645006022101487382166029574332771088038912
step family=C rank=27 m=27 mode=interval margin=17073236195604838014521365844783042931502066351854438703264563863517095888547328
step family=C rank=27 m=28 mode=interval margin=45230767001678704286439939233848169721982923529684609767886237818733977956569970688
step family=C rank=27 m=29 mode=interval margin=132497515073641573179209521183780374651883149736999679018656597364898656926210333131776
row family=C rank=27 m_range=26..29 exact_through=55 exact_steps=0 interval_steps=4 minimum_m=26 minimum_margin=7579359466568105397669713333341865645006022101487382166029574332771088038912
step family=C rank=28 m=27 mode=interval margin=26211718410773781692623074214979940000621687780772763502715920516345335578397952
step family=C rank=28 m=28 mode=interval margin=63827671118517812007281935432730991374083289903173941533156872418788290198481707520
step family=C rank=28 m=29 mode=interval margin=182118814048278916622926135612363096905437476616770466836834850247209887952976933480960
row family=C rank=28 m_range=27..29 exact_through=57 exact_steps=0 interval_steps=3 minimum_m=27 minimum_margin=26211718410773781692623074214979940000621687780772763502715920516345335578397952
step family=C rank=29 m=28 mode=interval margin=96892026579719693355459261004296509843780918346276377624718796834983600008966334976
step family=C rank=29 m=29 mode=interval margin=254323445109163375796054425583146292847192009513756921039468953375892716559596429883904
row family=C rank=29 m_range=28..29 exact_through=59 exact_steps=0 interval_steps=2 minimum_m=28 minimum_margin=96892026579719693355459261004296509843780918346276377624718796834983600008966334976
step family=C rank=30 m=29 mode=interval margin=382019476992965254180323411586784533801743316129429384966992725904788275758081590212096
row family=C rank=30 m_range=29..29 exact_through=61 exact_steps=0 interval_steps=1 minimum_m=29 minimum_margin=382019476992965254180323411586784533801743316129429384966992725904788275758081590212096
minimum_positive_margin_label=B_2 m=1 minimum_positive_margin=1046
ledger_checksum=-522736234492485419094885313899428626303654826589487960349093081180846922600009362789711747
families=2 ranks=58 row_gated_steps=870 exact_steps=416 interval_steps=454 failures=0 status=PASS
